,Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,Extraverted-enthusiastic,Critical-quarrelsome,Dependable-self_disciplined,Anxious-easily upset,Open to new experiences-complex,Reserved-quiet,Sympathetic-warm,Disorganized-careless,Calm-emotionally_stable,Conventional-uncreative,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,hand,religion,orientation,race,voted,married,familysize,AgeGroups,Condition
21255,0,1,0,1,0,0,0,0,1,0,1,1,0,0,6,4,5,0,6,1,5,3,4,7,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,2,1,2,2,18,1,1,10,0,10,2,1,4,2,0
6218,0,1,0,1,0,1,0,1,1,0,0,0,0,1,5,5,6,2,5,1,6,2,6,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,1,1,2,23,1,1,10,3,10,2,1,8,3,0
11393,1,1,0,0,2,0,0,2,3,2,0,0,1,2,6,5,6,5,7,5,7,5,5,2,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,4,3,2,2,25,2,1,2,1,60,1,1,1,3,1
11042,0,0,1,2,1,1,1,1,1,1,1,1,0,3,7,7,5,6,7,1,7,6,2,4,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,19,2,1,4,2,10,2,1,3,2,1
10731,1,2,0,0,2,2,0,0,0,1,1,1,0,1,6,5,7,2,7,7,7,5,5,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,3,3,1,2,25,1,1,10,4,10,2,1,6,3,0
3695,3,3,3,3,3,2,3,2,0,2,2,3,3,2,5,7,6,7,6,7,5,6,6,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,2,2,2,27,2,1,7,1,30,2,1,1,3,2
265,0,2,1,3,1,2,0,1,1,1,1,1,0,3,3,5,3,6,6,2,6,6,4,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,2,2,2,19,2,1,7,1,10,2,1,3,2,1
9164,0,3,1,1,1,0,0,1,1,1,1,0,0,1,6,2,7,5,5,1,1,4,4,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,20,1,1,10,4,10,2,1,4,2,0
9723,2,1,3,1,1,1,0,1,1,1,1,3,0,2,5,3,2,5,1,6,7,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,21,1,1,10,0,10,2,1,6,2,1
12071,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,6,5,7,4,2,1,3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,14,2,1,12,2,60,2,1,2,1,2
5632,2,2,2,2,1,2,1,1,1,2,3,3,2,2,5,3,3,7,5,7,7,7,6,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,0,2,2,20,1,1,10,0,10,2,1,3,2,2
15628,1,2,1,1,1,1,0,1,2,2,1,1,0,1,5,5,5,7,6,2,6,6,1,4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,48,1,1,12,1,60,1,2,3,4,1
21980,1,1,1,2,1,1,1,1,2,1,1,2,1,1,5,5,4,6,5,5,5,7,4,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,2,1,2,22,1,1,10,1,10,1,1,3,3,1
3043,0,2,0,1,0,0,0,0,1,0,1,1,0,3,3,3,5,5,3,7,5,5,5,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,21,1,2,1,1,60,1,1,1,2,0
3044,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,2,7,2,6,6,6,1,7,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,22,2,1,7,1,60,1,1,1,3,0
2888,3,2,3,3,3,3,3,2,3,3,3,3,3,3,6,6,1,7,5,2,7,1,6,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,2,40,2,1,6,5,10,2,1,5,4,2
38413,2,1,1,3,1,2,1,1,2,1,1,2,1,1,5,5,5,7,3,4,6,2,1,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,27,1,1,10,4,10,1,2,9,3,1
6690,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2,6,4,6,4,5,4,3,3,3,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,3,3,2,2,21,2,1,4,4,10,2,1,3,2,2
11762,1,1,1,1,2,0,0,1,1,2,0,0,0,1,1,6,6,2,5,7,3,3,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,2,19,2,1,2,4,60,2,1,2,2,0
3871,0,1,0,1,1,0,0,0,3,0,1,0,0,0,7,7,6,5,7,1,4,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,2,2,2,2,18,1,1,2,2,70,2,1,5,2,0
27201,1,2,1,2,1,1,1,1,1,1,1,2,1,2,5,7,6,6,7,7,7,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,2,24,1,1,10,1,10,2,1,5,3,1
8620,1,1,1,1,1,1,1,0,1,1,1,1,2,1,3,1,3,5,6,4,5,7,6,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,18,1,1,10,5,10,2,1,4,2,1
15457,0,0,0,1,0,1,0,1,1,2,0,1,0,2,5,5,5,5,5,6,7,5,6,5,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,1,2,2,50,1,1,4,1,10,1,2,5,5,0
10999,2,2,3,2,3,2,2,3,2,1,2,3,2,3,6,6,3,7,5,4,3,5,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,3,1,15,1,1,2,5,60,2,1,2,1,2
38000,1,1,0,1,1,2,1,1,1,1,2,1,1,2,6,6,3,6,6,3,6,4,3,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,1,21,1,2,10,1,10,2,1,4,2,1
20084,1,1,1,1,2,2,0,1,1,2,1,1,1,1,4,4,5,5,5,6,4,4,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,1,2,2,30,1,1,0,0,70,2,2,7,3,1
38373,2,1,2,2,2,1,1,1,1,1,1,2,1,2,4,4,4,5,5,4,4,4,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,2,24,1,1,10,1,10,1,1,2,3,1
5975,1,1,1,1,2,3,1,2,2,1,3,1,1,2,6,4,3,7,4,2,2,6,2,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,17,1,1,10,2,10,2,1,3,2,2
36802,1,1,0,3,2,0,1,1,1,1,1,1,1,1,6,6,6,6,5,5,7,5,3,5,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,3,1,2,2,26,1,1,10,0,10,1,1,4,3,1
7543,1,2,1,2,1,2,1,1,2,2,2,0,1,2,5,5,6,7,4,7,6,7,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,17,1,1,10,0,10,2,1,4,2,1
4401,0,0,1,2,2,2,0,3,0,2,0,1,1,1,4,6,7,7,7,4,7,3,3,3,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,2,1,2,21,2,1,10,1,70,2,1,6,2,1
4078,1,3,3,1,3,1,1,1,1,2,3,3,3,2,6,4,3,4,6,1,6,5,4,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,3,2,1,57,2,1,6,1,60,2,1,2,5,2
15778,0,0,1,1,1,0,1,1,0,0,0,1,3,0,2,7,6,7,5,6,1,1,2,5,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,18,2,1,3,2,70,2,1,5,2,0
18150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,7,1,7,4,7,1,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,17,1,1,10,1,10,2,1,4,2,0
17843,1,1,1,1,2,2,1,1,1,2,2,1,1,2,4,5,6,7,6,4,6,4,4,4,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,3,3,2,2,23,1,1,10,1,10,1,1,3,3,1
23862,0,2,1,1,2,1,0,2,0,1,1,1,0,2,3,4,5,5,6,6,6,4,5,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,3,2,2,18,1,1,4,0,10,2,1,1,2,1
6726,0,0,2,1,1,3,1,0,2,0,2,0,3,0,3,4,5,2,4,6,6,4,5,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,18,1,1,10,1,10,2,1,4,2,1
18167,1,2,1,2,1,1,1,1,2,0,1,1,2,1,3,6,7,7,5,7,7,7,3,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,18,1,1,10,1,10,2,1,2,2,1
27515,1,1,2,1,2,1,0,1,2,2,1,1,0,2,5,2,4,6,5,6,7,6,5,5,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,2,1,47,2,1,6,1,60,1,3,2,4,1
35802,2,1,1,1,3,1,1,2,0,2,1,1,2,2,3,3,6,7,5,6,6,4,4,4,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,16,2,1,2,2,50,2,1,2,1,1
20526,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2,2,1,2,1,3,3,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,20,1,1,10,1,10,2,1,0,2,0
2193,1,3,3,1,3,3,1,1,1,3,3,3,2,3,2,4,2,6,5,6,5,6,4,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,17,2,1,2,2,60,2,1,2,2,2
2190,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,6,1,3,6,4,1,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,1,53,2,1,6,5,70,1,1,3,5,2
8359,2,3,2,2,1,3,2,2,2,2,3,2,3,2,4,6,5,7,2,5,5,5,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,2,29,1,1,10,5,10,2,1,2,3,2
18759,0,2,1,0,1,1,1,0,1,1,0,1,1,2,4,3,5,4,6,5,5,2,6,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,1,2,19,1,2,10,2,10,2,1,9,2,0
6523,1,0,0,0,1,1,1,0,0,1,1,0,1,0,7,5,7,5,7,4,6,6,6,4,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,2,3,2,2,17,1,1,10,1,10,2,1,2,2,0
3439,1,2,1,3,2,3,1,3,3,1,2,1,2,3,6,5,5,5,5,5,6,5,2,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,3,2,2,17,2,1,10,1,10,2,1,2,2,2
4385,0,1,0,1,0,1,1,0,0,1,1,0,1,1,5,5,2,6,5,5,4,5,3,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,34,1,1,4,1,60,2,1,2,3,0
6939,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,3,6,7,6,7,7,2,2,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,2,1,16,1,1,4,1,70,2,1,6,1,1
846,1,0,0,0,1,2,0,0,1,2,0,0,0,2,1,6,6,1,3,7,6,2,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,17,2,1,1,1,60,2,1,3,2,0
6399,0,0,3,3,3,1,2,0,3,1,2,1,3,2,4,5,4,7,6,4,4,5,4,6,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,2,20,1,1,10,0,10,2,1,5,2,2
292,1,3,1,2,2,2,1,2,2,2,2,1,1,2,5,3,2,7,5,3,5,6,3,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,23,2,1,12,2,60,2,1,2,3,2
11706,1,1,0,2,0,0,0,0,2,0,0,1,0,1,6,4,6,7,5,3,5,4,1,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,3,2,2,13,1,1,3,1,10,2,1,2,1,0
15703,0,1,1,1,0,0,0,0,2,0,2,0,1,1,2,2,3,5,7,6,6,6,6,3,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,3,1,1,2,31,2,1,1,1,60,1,1,2,3,0
9060,1,0,0,1,2,0,0,2,0,0,2,2,0,1,3,3,3,4,7,6,7,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,19,1,2,10,5,10,2,1,6,2,0
19270,1,1,2,1,1,1,1,1,2,1,1,1,1,1,5,5,6,5,6,5,5,6,6,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,2,23,1,1,10,1,10,1,3,2,3,1
13212,2,3,3,3,3,3,3,3,3,3,3,3,3,3,6,1,6,5,6,3,7,3,4,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,2,2,14,1,1,4,1,70,2,1,2,1,2
11468,1,1,1,1,0,0,0,1,1,1,1,1,1,0,3,5,6,5,6,7,7,2,3,4,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,2,3,2,2,20,2,1,12,2,10,2,1,2,2,0
8295,2,3,2,3,3,3,2,3,3,3,3,3,2,3,1,2,7,1,2,7,7,4,2,7,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,22,1,1,10,5,10,2,1,4,3,2
2548,2,3,2,3,2,2,1,2,2,2,1,0,2,3,7,2,4,7,6,3,6,7,1,2,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,18,1,1,0,4,60,2,1,2,2,2
16981,1,1,1,1,1,1,1,0,0,0,1,1,0,0,4,1,6,6,6,5,5,5,6,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,21,1,1,10,5,10,2,1,4,2,0
10865,0,0,0,1,0,1,0,2,1,1,0,0,0,0,5,4,6,6,5,5,6,5,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,1,21,1,1,10,5,10,2,1,5,2,0
6636,2,0,0,1,1,0,0,1,0,1,1,1,0,0,5,5,6,2,7,6,5,1,5,4,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,2,23,2,1,10,1,70,2,1,3,3,0
12174,0,2,0,1,0,0,0,0,1,0,0,0,0,2,2,4,5,5,3,5,6,4,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,27,2,2,2,1,60,1,2,3,3,0
36649,2,1,0,1,1,1,1,1,1,1,1,1,1,1,6,4,7,5,4,5,5,3,4,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,3,2,1,19,1,1,10,4,10,2,1,3,2,1
17937,0,0,0,1,1,1,1,0,1,1,1,0,1,0,5,5,6,7,4,5,5,1,5,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,24,1,1,10,5,70,2,1,5,3,0
32619,1,1,0,1,1,1,2,0,1,1,1,1,1,2,5,2,6,2,5,6,6,1,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,1,2,1,28,1,1,10,1,10,1,1,9,3,1
37969,1,1,2,2,1,1,1,2,1,1,1,1,1,1,5,5,6,7,6,2,6,0,5,5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,4,3,2,2,30,1,1,10,5,10,1,2,2,3,1
5284,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,4,6,3,2,5,2,3,4,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,2,3,2,1,19,1,1,3,5,10,2,1,3,2,2
14793,1,3,1,1,2,0,1,1,1,2,1,1,1,3,5,6,6,6,7,6,6,2,5,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,22,2,1,2,1,60,2,1,2,3,1
32530,1,1,3,2,1,2,1,1,2,0,3,0,3,0,5,3,6,5,7,6,7,3,5,2,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,3,1,22,1,1,7,5,30,1,1,2,3,1
17156,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,6,3,3,6,4,2,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,26,1,2,10,1,10,2,1,9,3,0
13636,1,1,0,1,0,0,1,1,0,0,0,0,0,1,4,5,5,1,7,6,7,3,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,57,2,1,8,1,10,2,2,3,5,0
6865,1,2,2,2,3,1,2,1,3,1,1,1,1,2,7,2,6,5,4,2,4,4,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,24,1,2,10,1,10,2,1,2,3,2
6801,0,0,0,1,1,1,0,1,2,1,0,1,0,1,5,2,6,5,4,3,6,3,4,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,14,1,2,10,1,10,2,1,3,1,0
38318,1,2,1,2,1,1,1,1,2,1,1,0,0,1,5,5,6,6,5,5,6,6,5,4,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,25,1,1,10,1,70,1,1,7,3,1
12454,2,3,3,3,3,3,3,2,2,3,3,3,3,3,1,5,4,5,6,7,5,5,4,4,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,2,2,2,2,21,1,1,4,1,10,1,1,3,2,2
11669,0,3,0,1,2,0,0,2,3,3,1,1,1,3,5,1,6,5,6,6,7,4,6,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,3,2,2,1,55,1,2,7,1,60,1,2,5,5,1
5693,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,6,7,7,7,7,3,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,2,2,2,23,1,1,10,5,10,2,1,4,3,2
16096,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,6,7,3,7,2,5,3,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,1,2,24,1,1,10,1,10,1,1,6,3,0
6448,1,3,1,1,2,3,3,1,1,0,2,1,1,1,7,7,6,7,7,6,6,7,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,19,1,1,10,5,10,2,1,3,2,2
27173,0,2,1,2,1,1,0,1,2,1,2,0,0,2,7,6,7,7,7,4,7,0,2,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,16,1,1,1,1,60,2,1,1,1,1
215,3,3,3,2,3,2,1,3,2,2,1,3,1,3,5,3,3,5,5,4,6,5,1,4,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,2,3,2,1,18,1,1,7,3,70,2,1,3,2,2
12631,2,3,2,3,3,2,1,3,3,2,2,2,1,3,1,1,6,7,5,7,7,1,6,6,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,4,1,2,1,50,1,2,7,3,60,2,2,2,5,2
23715,2,1,1,1,1,3,1,1,2,1,3,1,2,0,7,6,5,5,5,2,6,5,5,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,1,2,20,1,1,10,2,10,2,1,4,2,1
11445,1,2,0,1,1,1,0,1,1,1,0,0,1,2,6,3,4,4,6,1,6,5,5,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,2,1,1,48,2,1,1,1,60,1,3,1,4,0
12966,0,2,0,1,0,0,0,0,0,0,1,0,0,1,5,2,6,3,5,7,7,2,6,5,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,2,1,35,1,1,4,1,60,2,3,1,3,0
22795,1,1,2,1,1,2,1,2,0,1,1,3,1,3,1,1,1,2,3,2,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,2,24,1,1,10,1,10,2,2,4,3,1
12943,1,2,1,2,1,2,2,2,1,1,2,1,3,2,3,6,4,7,4,5,3,6,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,16,2,1,12,5,60,2,1,1,1,2
7584,2,2,2,3,1,2,2,2,2,2,3,2,2,2,3,4,5,1,6,5,5,5,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,2,17,1,1,10,1,10,2,1,3,2,2
4810,3,2,3,3,3,3,3,2,3,1,3,3,3,3,3,6,4,7,4,6,6,5,4,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,2,18,1,2,10,1,10,2,1,5,2,2
10016,0,3,0,2,1,1,0,2,2,1,1,0,0,2,5,6,5,7,5,6,5,6,6,5,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,4,3,2,1,51,1,1,1,1,60,1,2,3,5,1
9086,0,2,2,1,0,0,0,1,1,2,1,2,0,3,3,3,2,7,1,7,6,7,3,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,17,1,1,10,1,10,2,1,4,2,1
14125,0,0,0,1,0,1,0,0,0,0,1,0,0,0,6,2,3,3,6,2,6,4,6,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,2,1,48,2,1,3,1,60,1,2,3,4,0
1236,0,1,0,0,1,0,0,1,0,2,1,0,3,2,5,7,1,5,7,6,7,6,7,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,2,18,2,2,2,1,60,1,1,1,2,0
5683,0,1,1,0,1,0,0,0,1,1,0,1,0,1,5,5,6,4,3,4,5,3,5,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,2,2,2,19,1,1,10,1,10,2,1,2,2,0
1601,1,1,0,1,0,0,0,3,0,0,0,0,1,2,4,5,5,6,7,6,4,2,2,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,21,2,1,1,1,60,2,1,2,2,0
9590,2,3,2,3,2,2,2,2,2,3,1,2,2,2,3,5,5,6,4,5,4,1,4,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,1,36,1,1,1,1,60,2,2,3,4,2
30437,0,2,0,3,1,2,2,1,2,1,3,0,1,1,7,5,7,6,7,4,7,5,2,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,3,3,2,2,23,1,1,10,1,10,2,1,1,3,1
9121,2,2,2,3,3,2,2,1,3,2,2,2,2,2,3,2,4,6,4,5,3,3,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,22,1,1,10,3,10,2,1,5,3,2
10949,2,3,2,3,3,2,2,3,1,2,1,2,2,1,6,5,7,7,7,5,6,2,6,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,4,3,2,1,59,2,2,6,1,60,1,3,4,5,2
19997,0,2,1,1,0,1,0,1,1,0,1,1,1,1,1,1,5,3,5,6,6,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,19,1,1,10,1,10,2,1,3,2,0
36058,1,2,1,2,1,3,2,1,0,1,2,1,2,1,3,5,5,6,4,1,5,4,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,17,1,2,10,1,10,2,1,0,2,1
7436,1,1,2,1,2,1,0,1,2,1,0,1,0,1,4,6,5,7,3,4,5,5,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,2,1,13,1,1,0,1,10,2,1,2,1,1
26908,2,3,1,2,1,0,0,1,1,0,2,1,0,2,4,4,6,6,5,4,6,5,2,3,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,2,3,2,2,18,1,1,10,0,10,2,1,4,2,1
7358,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,5,1,7,6,7,6,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2,2,1,16,1,1,10,1,10,2,1,5,1,0
3093,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,7,5,7,4,7,7,7,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3,2,1,13,1,1,2,2,60,2,1,4,1,2
10620,2,2,3,1,3,3,1,2,2,2,1,2,3,3,7,7,2,1,6,3,5,6,6,4,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,2,3,2,2,32,2,1,2,1,60,2,1,2,3,2
16040,1,0,0,3,0,3,0,1,3,1,1,0,0,1,2,7,1,7,7,7,6,7,5,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,20,1,1,10,1,10,2,1,5,2,1
21586,1,1,1,1,1,1,1,2,2,1,1,2,2,3,3,2,1,6,2,1,5,7,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,2,16,1,1,10,3,10,2,1,5,1,1
28768,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,3,7,5,4,7,3,1,5,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,35,1,2,12,5,70,1,2,3,3,1
3734,0,0,0,1,0,1,1,0,1,1,1,1,0,1,5,1,5,1,6,7,4,3,7,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,1,2,17,2,1,4,1,70,2,1,2,2,0
32696,1,2,1,1,2,0,0,3,0,3,0,1,1,3,1,5,6,2,2,6,6,5,6,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,19,1,1,10,1,10,2,1,5,2,1
12064,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,7,7,5,6,6,6,6,6,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,1,42,2,1,12,1,60,2,1,1,4,2
7708,1,1,1,1,1,1,0,1,1,1,0,1,1,1,5,4,6,4,4,3,6,4,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,22,1,1,10,5,10,2,1,4,3,0
5544,1,1,3,1,3,3,1,1,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,16,1,1,7,0,30,2,1,4,1,2
38565,2,2,0,3,1,3,1,0,2,1,2,0,1,0,1,6,7,7,6,7,6,5,3,5,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,21,1,1,10,1,10,2,1,3,2,1
14506,1,0,2,0,0,0,0,1,1,1,0,1,0,1,5,1,7,5,6,2,6,4,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,20,2,2,2,1,60,2,1,2,2,0
2676,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,5,5,3,6,7,6,5,5,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,15,2,2,2,1,60,2,1,1,1,0
33035,1,0,0,2,0,1,1,1,3,1,2,1,2,2,4,6,6,7,6,4,7,7,2,3,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,2,3,2,2,27,1,1,10,1,10,2,1,4,3,1
5889,1,3,3,1,1,1,0,1,2,2,1,3,0,3,4,6,5,5,4,7,4,7,5,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,16,1,1,8,1,10,2,1,3,1,2
